Sentence,Fear,Split
"  Way to go girl --We'll be dancing in the streets tonight -- Apple, Peaches, Pumpkin Pie who's not ready holler I, lets all play hide and seek....This is great news :)  time to celebrate with some cranberry juice.",0,0
Praying for you and sending positive thoughts for Tuesday!,0,0
I have read the trials in Europe and the results are amazing if you can trust them.,0,0
And many many more to come!,0,0
I had a small lump appear under my incision two years ago.,0,0
I am scared that they'll find that it did spread despite what the doc is telling me now.,0,0
Maybe someone overlooked that info and you need to inquire.,0,0
"You can find CK locations by using this page which is sponsored by Accuray, the maker of CK:  http://cyberknife.com/CyberKnife<PERSON>.aspx.You can also find out a lot of other info about CK by clicking on the various links in the sidebar on the <PERSON> page.",0,0
Perhaps I can catch ya all the next time!,0,0
"Take it one day at a time, stay strong and positive.",0,0
I'm tired but i'm also tired of not doing much.,0,0
Tragic.Prayers coming her way.<PERSON>,0,0
"Despite the regimen of antibiotics,  it was very hard to treat.",0,0
Still use pad in my compression shorts whenever running or officiate games.I did not have luck in recovering of my sexual function.,0,0
"Fortunately, throughout all this, I am feeling good, I have had very little pain if any at all, & I am able to do most anything.",0,0
Thanks for your views on this.,0,0
I also have NSCL with brain mets I had whole brain radiation and am on tarceva 2 of my tumors are gone and the other one is 1/3 the size I was told I am stage 4 but feel great and going strong,0,0
"With a PSA of 11 at age 58, indications were that the <PERSON> was likely aggressive.",0,0
I copied my Pathology report from my prostate removal.,0,0
"I did work throughout, at the office, and in my yard (my favorite place to be).",0,0
We may very well ave a class action suit.,0,0
"We did not go back to the same hospital, but the first Doctor he had seen in our area.",0,0
I took 30 radiation treatments and they're putting me on Tarceva.,0,0
I noticed it only when they ran my taxotere in to fast as long i had a slow drip i had no problems you can suggest that i had to often.,0,0
F-18 which is dramatically better than Tc bone scan showed the left ileum and a spinal spot.,0,0
It feels funny though I have to admit.,0,0
"From my <PERSON>al experience, my surgeon came in a few hours after surgery and said”…your bladder fell perfectly in place…” I have yet to leak a drop from the day they remove my cath (but I do need to wipe a few drops sometimes after I urinate)…Best to a great recovery and walk, walk and walk some more-Peace",0,0
Our stories are almost identical except my cancer was confined to my left lower lobe which was removed.,0,0
My Mom was diagnosed April 2007 with a brain lesion along with SCLC.,0,0
I am sorry your lab results are not so good yet.,0,0
"IS THIS TRUE?My mom gets nausea very easily, and is in poor health besides the cancer.",0,0
They were able to tell me that it looks like it hasn't spread which is the best news ever.,0,0
My lumpectomy left my tiny A cup with a big dent.,0,0
Thank you all...my wife is once again happy!,0,0
Had the sonogram and radiologist advised biopsy....which showed invasive ductile BC.,0,0
Thank you for thinking of all of us.,0,0
"I know this sounds devoid of emotion, but I'm so numb.",0,0
"I have heard of some constipation issues, I have heard others that use softeners.",0,0
My family does not want to address the possibility of any future problems and my closest friend ( whose father died of lung cancer when she was in college ) has all but abandoned me.,0,0
Whew...had to run to catch the bus though.,0,0
"That's OK, just takes more questions for it all to sink in to my brain.",0,0
The more he drinks the quicker he rids his body of the toxins from the chemo.,0,0
"I knew she has had a rough six months, but did not realize how sick she was.",0,0
I do zometa too and zoladex (shot in tummy for hormones).,0,0
"(LOL -- I'm sure that's the correct pharmacological name, <PERSON> :-)",0,0
"Sorry your mother has another infection to deal with, hoping they are able to clear it up quickly and proceed with her surgery.",0,0
"I do intend to consult with a radiation oncologist...but I'm wondering if I should do that locally or look towards DC (where <PERSON> has treated over 1,000 with CK) or look towards Richmond/VCU.Throwing this out there for anyone...thank you in advance.",0,0
I also think about Shortscake often and miss her input on this board.,0,0
My present attitude is to enjoy each day that I have.,0,0
"I was in IV Stage Cancer when I finally said to myself, after layoffs at work and so on!",0,0
So now I have something fun to look forward to next week as well.,0,0
His ct scan is set for June...,0,0
Thanks everyone for watching it with me and commenting!,0,0
The chemo worked wonders and I feel great.,0,0
(Another excuse for a drink) Cheers,0,0
"Happy Birthday to you, Happy Birthday to you ........and many more!",0,0
"With all of us, we can reach around the world...BIG HUGS Can you feel them from all of us?",0,0
I bought <PERSON> toothpaste and mouthwash and use plastic silverware.,0,0
"You mean that glop you drink before the cat scan that they try to tell you is ""instant breakfast""?",0,0
It didn't happen right away but it did come back.,0,0
I'm glad you and your hubby were able to find humor.,0,0
My husband was diagnosed in August 2009 with lung cancer.,0,0
I want to support all of you also.,0,0
"Golf or heavy lifting might make me wet a little.The bottom line is that after the prostate is removed, we go from three urinary sphincters to one and we have to build up the one or it leaks terribly.",0,0
"Hope you have a special day filled with Love,<PERSON> and <PERSON> spent with family & friends.",0,0
I don't think you really do have to live with the tingling.,0,0
"After 15 years breast cancer free (Thank you, God!)",0,0
"Happy Belated Birthday fellow <PERSON>, and beautiful Pink sister.",0,0
Celebrating here on the BC Board - which brought them together as friends.Awesome!,0,0
More than a little concerned as I am an ex-smoker of 35 yrs ( quit 26 months ago before any cancer diagnosis) and hopng things are not taking off on me..,0,0
"But I will try my best.My journey with breast cancer began, as many of your journeys have begun: I found a lump, had a mammogram and then a biopsy.After the results of the biopsy, I felt like a hurricane hit me.",0,0
This site is wonderful for sharing your heart's feelings.,0,0
"Soon after chemo was finished, they returned.",0,0
"4.5 is a lot of miles, proud of you!!!",0,0
I love it... especially since I'm a hard size to find 40C.,0,0
I wish your mother and you the very best.,0,0
"I know the big picture is for our own good, but, right now, it's hard to focus on that.I've started taking naps even, I am so tired.Kathy",0,0
"He went into the hospital last evening with ""hepatic encephalopathy"", they tried to put a stent in today - however, couldn't get through.",0,0
I had my MRI last Tuesday and I still have a bruise on my arm.,0,0
"Therefore, take your oncologists advise as he/she may be current on this subject matter.",0,0
My desire to feel comfortable again began to outweigh how I felt about people staring.,0,0
"....To MY second Family..... You guys said it all, what wonderful people .... LUV you all ....... <PERSON>",0,0
Im a 55 year old male.,0,0
It is very very different from how we were before.,0,0
That can be the case sometimes because of the schedule or side effects of chemotherapy.,0,0
Maybe someone had it but didn't know what you meant.,0,0
"If any of my docs mentioned it along the way, I have forgotten!",0,0
() Thanks for providing us one more party.,0,0
Still tender in that area when I sit the wrong way.,0,0
The soursop fruit seeds also has some benefits.,0,0
I have found my wife to be the best rock and therapy I could find.,0,0
"Please come to my virtual CHAT ROOM 24/7 beginning July 24, 2008 where you can join in the LC survivors chat forum.",0,0
Life has become a bit of a challenge for me this past year.,0,0
"When you call, they blame it on the doctor and then the doctor blames the insurance company.",0,0
