Sentence,Joy,Split
I have completed 13 radiation treatments and 8 days of arm pain.,0,0
"My tongue feels burned, and my entire mouth feels like sandpaper.",0,0
I just need a break from all of this but unfortunately its not an option.,0,0
Hi - we are very new to this.,0,0
"Let me start the saying I'm new to the site, but wishing I'd really found it sooner.",0,0
I now go back and change my appts.,0,0
you sound like you have stage 0 or 1 (early stage) and a low grade is a slow growing cancer.,0,0
All I can pass on to you is that my oncologist told me that it was a slow growing type.,0,0
It's all kind of a blur.,0,0
Are you telling me that my cancer could have spread to other parts of my body even if it was not in my prostate anymore?,0,0
"I began chemo treatements consiting of cispaltin and alimta, September 8 2016 and thus far the side effects for me have been rough.",0,0
Even with the side effect.,0,0
So sorry to hear about your husband.,0,0
I have been threw 30 radiation treatments so far along with once a month chemo.,0,0
THE RADIATION BEANS WERE NOT AN OPTION FOR MY CANCER.,0,0
"A radioactive injection the first day, and the scan the next day, which can apparently take a couple of hours.",0,0
"Lion, I am sorry to hear of your issue… It is for sure a fear that many of us faced before surgery… I have to smile about your surgeon not posting your picture on his site because you have a post surgery issue.",0,0
"Both are antihistamines...who knows how they work, but they both helped.",0,0
I've been on it ever since (11 months).,0,0
"I thought I was dying;  I oculd not think straight, I was weak and nauseous.",0,0
"I'm a 'stage 4' myself, I'd be 6 feet under by now if my MDs had it there way.",0,0
"If you contact his office, he should be able to make a fine recommendation for a surgeon at <PERSON>.",0,0
I got my chemo every 3 weeks ad it still kicked my butt.,0,0
"My dad would call me about storms as well, along with rain,snow etc.",0,0
I still have some but it's not near as bad and I don't have the pain in my legs anymore.,0,0
If so--Have you signed up for FMLA?,0,0
"I suffered a spinal compression fracture (T-7)in June, 2010, after finishing 30 lung radiation treatments (currently with chemo).",0,0
Did the cancer spread to your lungs or did it originate there?,0,0
"The cancer came back again this year, 2017, in the right and left lung.",0,0
I am scared and alone on this.,0,0
"I'm so sorry to hear about this, Nubis.",0,0
The aching and heaviness were incredible.,0,0
"A vote, I agree, but more vote's!",0,0
It took him about 15  mins.,0,0
"Ordered it medium rare, came well done...lol!",0,0
"I wanted to have more information before I shook him up, since you don't know the stage and all until after surgery.",0,0
Combined with the lung cancer it really threw a scare into me so I was so glad it was nothing to worry about.,0,0
Had big cramps in hips and leg last night.,0,0
Support groups on the phone are available too and are moderated by an oncology social worker.,0,0
She was a very smart caring <PERSON>.,0,0
My e-mail is dirtracingmom@hotmail.com if any one wants to e-mail me.,0,0
My worry is that he's had a very bad shoulder pain for the last two weeks now.,0,0
I didnt bother stopping her from doing it.....,0,0
I received a blast of carboplatin and VP16 running concurrently with radiation.,0,0
A follow up x-ray showed something suspicious which led to identifying my stage 3A NSCLC in my left lung in Dec. 2004.,0,0
I have cancer non invasive in the one duct.My mother had breast ca.,0,0
"So come on everybody, fess up!!",0,0
I was 33 at diagnosis and had a large tumor and 4 + nodes and wasn't at all sure that I would see 43.,0,0
I stayed a whole hour and a half and went home!,0,0
"Average snowfall in April is 7"" but the Airport has had 43"" and downtown 40"" - not only the snowiest April but the snowiest month on record!",0,0
The Dutch would NEVER indugle in such frivolity!!,0,0
"Stay strong, you will soon be soooo happy again.",0,0
"Sending positive thoughts and prayers to each of you.....hugs, pp",0,0
The overview of the choices is still otherwise valid.,0,0
It's been hard to deal with but i have to remember he is in a  better place and not suffering.,0,0
"Has anyone else undergone this treatment and, if so, how are you faring?",0,0
Today I caught my 14 year old daughter smoking.,0,0
But I am not mad or upset because it is their loss not mine.,0,0
Tell your mom to hang in there because this too shall pass.,0,0
alot of nodules are nothing to be concerned about.,0,0
"Now, I get to meet several of you in <PERSON> in Hershey this weekend.",0,0
"Hopefully they can do your lumpectomy,and everything will be clear from there.Just keep  your faith no matter what the outcome of your surgery is!",0,0
Thanks for the information VickiSam.,0,0
I know your blog date was 06/04/08 so I was wondering how you were feeling?,0,0
The doctors at the state hospital have told her if this doesn't work she will need to go to hospice.,0,0
Tell her that we send her our love!,0,0
JMI am sorry for the news.,0,0
Maybe he knows that your kind of cancer will show up on x-rays?,0,0
I found that as the fluid was building up it would cause me discomfort to the point where I couldn't sleep comfortably either.,0,0
Her lungs have really taken a hit.,0,0
We just had a familiar diagnosis atypical carcinoma.,0,0
Just wanted to touch base with you on your experiences.,0,0
"I've accepted that because the family doctor chose not to offer or discuss PSA screening, my husband will die from PCa.",0,0
Use a recliner to sleep in or lots of pillows when you get home.,0,0
"And u can call social services and ask for ""home bound"" social worker visit.",0,0
Butt caught when you click out  haha,0,0
<PERSON> I did as it turned out to be medullary carcinoma -- a rarer and more aggressicve cancer than papillary  Since then I am practically a walking cripple.,0,0
(I had a slow recovery from surgery) I lost 40% of my right lung.,0,0
They surgeon told me to try not move this arm for 2-3 days and take it easy.,0,0
It was in the right upper lobe but they had to remove the upper and middle lobe (about 1/2 of my right lung).,0,0
"They all said this was rare, in a very challenging place (under the aortic arch, pressing on the airways) It took 2 biopsies, a bronchioscope and a review by the tumor board before the type of cancer was determined.",0,0
"hi <PERSON>,I am so sorry to hear about your husband.",0,0
my mom has NSC carcinoma of the media steinum which started in her lung.,0,0
"That being said, you're doing the right thing and again, hopefully yours will turn out to be nothing.",0,0
"I started out on Arimidex, the femera, The later side effects was insomnia, and joint pain.",0,0
"After what you've been through why should you
have to live up to standards that you don't expect others to do??",0,0
The depression and anger is coming also which isn't helping.,0,0
i'm hoping that after i start my 1st chemo TOMORROW......it will still work for me.,0,0
She is sending me to a specialist to see what they think.She said dr. Dint get deep for biopsy.I just have a gut feeling they are missing something.having to much pain and other symptoms.I will post again when I know more.Thanks again.,0,0
My neck and across my shoulders/across my back hurt really bad...is that normal?,0,0
