Sentence,Sadness,Split
"That has amounted to about four times in the past two years.Between those kinds of visits and onco followups that typically involve blood lab, I figure I'm being seen often enough, so I really don't schedule anything as a routine.",0,0
"By lymph massage do you mean elevating the arm, squeezing your hand a # of times, then bending the arm at the elbow?",0,0
You all sound very strong and that's good to hear.,0,0
Both lasted about a year and a half and were quite painful.,0,0
Hope you have a wonderful day!-Jenny,0,0
"I think the better informed you get, the less insecure you will feel.",0,0
I'm a 58 year old and three years out and cancer free with chemo and radiation treatment for anal cancer.,0,0
"IF you want to talk you can take the lead!DeniseI THINK it's better then some who just dont' comment-so it makes you unsure if don't care, dont' like to talk about things (could bring up bad memories of family members)",0,0
Happy to hear you live close and will be able to watch him grow up.,0,0
Too many players to control.,0,0
My Dr. will check my lymhp nodes during the surgery to make sure that the cancer does not spread there.,0,0
I've been researching EVERYTHING I can find on cancer to see what she can do to beat this monster again.,0,0
remember be strong and we're here to help.,0,0
"Nancy:
I like to know your outcome after surgery with ""no radiation or chemo"" follow up.",0,0
"I am now off all oxygen, and the tumors are all but gone.",0,0
"However, after this long battle of his and ours, he is slipping.. His looks are changing, he is tired and not eating well.",0,0
The doctors did x-rays and then a cat scan.,0,0
"Good luck to you <PERSON> and God Bless  Keep a positive attitude, enjoy each day to the fullest and never give up the fight.",0,0
"Well, I am not sure if I am one of the d.s.",0,0
I hope to have time this summer to do something along these lines.,0,0
The post-op chemo consisted of Carboplatin and <PERSON> (12 weekly treatments).,0,0
He completed 14 radiation treatments but no chemo.,0,0
"Plus, I think he's nicer about it than I am ;-)",0,0
"Otherwise I am glad you are recovering well, I was thinking on you on the day of the surgery.",0,0
"Then I went to my family doctor, who prescribed a strong anti-depressant to take just before my head hits the pillow.",0,0
"Kat, I had mine colored when I was 3 months out from chemo.",0,0
Good thing I am neither drunk nor running through a cemetery right now~ I am laughing so hard at this joke that I am glad I am home so that I don't pee in my pants!,0,0
"I wish her the best, will pray that it all goes well and he pain stops.",0,0
"The lungs supply oxygen for the whole body, all the bodies blood is run through the lungs to distribute oxygen.",0,0
"He diagnosis is as follows:Diagnosed as intense acute, subacute and chronic inflammation with urothelial ulceration, interstitial hemorrhage and mildly atypical urothelian hyperplasia; posterior <PERSON> moderately differentiated prostatic adenocarcinoma, <PERSON>'s Score was 3 + 3 , with perineural invasion, involving most pieces, roughly 20% of the tissue; righ.",0,0
You are so funny i love reading your replies!,0,0
"It is nice to have that, isn't it?",0,0
I am nervous about Port being put in.most of you have agreed it's easier in long run.Do you have any advice on it.I would appriatte it.Thanks,0,0
So sad he had to go so early in his life.,0,0
You could probably stick me in the limited category.,0,0
"Wishing you many, many more.... Stay well .... <PERSON>",0,0
Chemo needles are long and thick and chemo is really hard on veins & mine aren't all that great to begin with.,0,0
I smoked for 52 years so I guess i'm one of the guys that deserves it.,0,0
I was on a low dosage of medication for awhile and then quit as I thought I could handle it myself.,0,0
I've used it for about 8 years.,0,0
"20 nodes, chemo, radiation and I'm going back in 3 weeks for my first checkup!",0,0
hi I am 1 month post op from having the majority of my left lung removed.,0,0
"I have accepted ownership of my  Pink ""elephant in the room"" and will provide it with a pretty gold chain and pink collar.",0,0
Maybe you could try that on your hubby.,0,0
I was one of the chocolate martini gals.,0,0
I came to this site because we found out today my father-in-law has late stage 3 lung cancer.,0,0
he mith that younger patients should not pursue active surveillance,0,0
Drinking a glass of water every hour that you are awake helps.,0,0
The doctors were able to use lazer surgery and remove the blockage so I am able to breath again.,0,0
"I trust the doctors, but I'm curious if anyone else has experience with this same type of cancer?",0,0
This was the BEST IDEA I ever had what an improvement!,0,0
This morning not only is that muscle sore but it feels like it has moved down into my right arm from the shoulder to the elbow.,0,0
"Some day in some way he will pay for the way he has treated you.We are here for you
Jadie<3",0,0
Just wondering if it is possible to gain weight while on chemo.,0,0
Keep on top of any side effects before they become too bothersome.,0,0
The blood is now flowing to the bone rejuvenating the dead areas.,0,0
"And any transplant is going to involve immunosuppressive drugs, which would no doubt let the cancer run wild, even if she were theoretically a candidate (which again, I doubt).",0,0
I was reading the web site but I'm confused.,0,0
I haven't heard of this but I'm sure this is probably not the first time a scan was misread.,0,0
The eyelashes and eyebrows hang on to the bitter end.,0,0
Just welcoming you to the board as the others have!,0,0
"He has started running ""tumor fever""and experience moments of confusion ~ then right back to reality.",0,0
... Those kind-hearted folks are nuttier than we are!,0,0
"I have found that with more time behind hearing those 3 awful words, it does get easier.",0,0
"So far all I have done is make myself sore, but I am sure this will go away after a few weeks.",0,0
"So I went to a specialist to have it check, I live in Canada so it takes a long time to see one.",0,0
I sincerely appreciate your adivce <PERSON> and I wish you all the best in your recovery!,0,0
I guess that's a worry because they say you need a support system & a good frame of mind.,0,0
"Forget that I have always worked in steel mills all my adult life, NOOOOOO, they feel it had to come from smoking.",0,0
I've met some wonderful and supportive people and can really feel all the prayers,0,0
My thoughts and prayers for a good weekend and good news.,0,0
It was brown before and was brown after.,0,0
So I am tentatively scheduled for lobectomy next week.,0,0
is just fine when the results are good.,0,0
"weight gain slow but steady The uncontrolable emotions,crying for no reason etc.",0,0
She actually told me that she scared herself because she didn't try to combat the side effects sooner.,0,0
Wishing you well and looking forward to seeing you post when you're up to it.,0,0
"Headache, couldn't sleep, terrible joint pain, dizzy, feeling awful.",0,0
Hang in there your too young too die and your too strong willed to allow it.,0,0
"Has anyone had any experience with this drug, or have any information on it's effectivness?",0,0
No one is talking to us kids as to what to expect if this is it.,0,0
The doctors are amazed he is still with us and his attitude has everything to do with it.,0,0
A tape recorder and a friend to go with you can help.,0,0
I am soooo happy for you.,0,0
I have read that it may take as long as a year to fully recover from prostate surgery.,0,0
I have had the upper half of my left lung removed  and 1/4th of my right lung removed.,0,0
The cxray measured the left mass at 7.2cm.,0,0
this lead to tests that showed  three enlarged lymph nodes.,0,0
I'm buying the shirt that says cancer picked the wrong b**ch.,0,0
"He came home from work one night and was complaining of blurred vision, fever & chills.",0,0
